日付,時間,測定回数,装置id,温度,湿度,light(ルクス),電圧
2004-03-11,09:37:26.939926,2446,2,22.9578,33.9093,456.32,2.52732
2004-03-11,09:37:27.526181,35599,54,25.594,28.259,1847.36,2.56
2004-03-11,09:37:27.663988,35599,13,21.6152,36.7495,1081.92,2.49546
2004-03-11,09:37:29.1973,2446,32,21.38,36.543,1611.84,2.51661
2004-03-11,09:37:29.662501,35599,43,22.6932,33.3507,456.32,2.52732
2004-03-11,09:37:29.902194,35599,34,22.458,34.4664,1847.36,2.51661
2004-03-11,09:37:30.445006,35599,45,20.9292,36.3362,772.8,2.51661
2004-03-11,09:37:30.692883,35599,3,21.4584,35.5072,412.16,2.54901
2004-03-11,09:37:31.137368,35599,31,24.4572,31.5254,1611.84,2.53812
2004-03-11,09:37:31.261591,2452,49,25.7998,27.1117,655.04,2.56
2004-03-11,09:37:31.764069,35599,4,23.0166,33.2808,368.0,2.51661
2004-03-11,09:37:32.590371,35599,40,22.4188,34.188,964.16,2.51661
2004-03-11,09:37:32.597423,35599,22,32.797,19.6631,1140.8,2.65143
2004-03-11,09:37:33.366388,35599,33,22.5462,33.6302,1140.8,2.54901
2004-03-11,09:37:33.921743,35599,6,23.634,31.772,1258.56,2.50599
2004-03-11,09:37:35.941395,35599,29,24.4964,30.8901,537.28,2.54901
2004-03-11,09:37:36.623019,35599,37,23.4282,35.438,1435.2,2.53812
2004-03-11,09:37:38.277275,2451,8,25.7018,27.6144,1847.36,2.57108
2004-03-11,09:37:39.162547,35599,9,26.3486,27.8294,1847.36,2.62796
2004-03-11,09:37:39.610992,35599,10,24.6336,31.1727,566.72,2.54901
2004-03-11,09:37:56.528302,35600,3,21.3212,35.7839,412.16,2.52732
2004-03-11,09:37:56.705,35600,53,25.202,29.0444,1729.6,2.56
2004-03-11,09:37:57.438386,2447,32,21.576,36.1293,1729.6,2.51661
2004-03-11,09:37:58.007619,35600,41,24.418,30.0401,1140.8,2.54901
2004-03-11,09:37:58.078299,35600,40,22.4678,34.1184,964.16,2.51661
2004-03-11,09:37:59.883519,35600,45,20.9488,36.2673,772.8,2.51661
2004-03-11,09:38:00.108896,35600,43,22.7618,33.2458,456.32,2.52732
2004-03-11,09:38:00.188316,35600,1,22.3698,33.3507,537.28,2.53812
2004-03-11,09:38:00.949378,35600,29,24.4964,31.0314,537.28,2.54901
2004-03-11,09:38:01.626389,35600,6,23.6046,31.8776,1258.56,2.51661
2004-03-11,09:38:01.947548,35600,34,22.4384,34.536,1847.36,2.51661
2004-03-11,09:38:02.345477,35600,39,23.4282,33.6302,412.16,2.54901
2004-03-11,09:38:02.438446,35600,54,25.5842,28.259,1847.36,2.54901
2004-03-11,09:38:03.026512,35600,22,32.944,19.5889,1140.8,2.65143
2004-03-11,09:38:03.92666,35600,4,23.0754,33.1409,368.0,2.52732
2004-03-11,09:38:04.768591,35600,52,25.8684,27.8294,309.12,2.54901
2004-03-11,09:38:04.798537,35600,33,22.4874,33.8396,1199.68,2.54901
2004-03-11,09:38:05.525287,35600,37,23.3498,35.5764,1435.2,2.53812
2004-03-11,09:38:06.345283,2438,38,24.9472,29.4005,1317.44,2.50599
2004-03-11,09:38:08.643131,35600,10,24.5748,31.3844,566.72,2.54901
2004-03-11,09:38:09.333371,35600,42,21.6446,35.5764,625.6,2.51661
2004-03-11,09:38:09.333803,35600,9,26.378,27.8653,1847.36,2.63964
2004-03-11,09:38:26.535318,35601,3,21.3016,35.8876,412.16,2.53812
2004-03-11,09:38:27.173028,35601,37,23.3792,35.5072,1435.2,2.53812
2004-03-11,09:38:27.636507,35601,34,22.4384,34.536,1847.36,2.51661
2004-03-11,09:38:28.424821,35601,45,20.9194,36.3362,772.8,2.51661
2004-03-11,09:38:28.554638,35601,39,23.4184,33.5953,412.16,2.53812
2004-03-11,09:38:28.637242,35601,22,32.9636,19.5147,1140.8,2.65143
2004-03-11,09:38:29.499682,2439,38,24.9864,29.3649,1317.44,2.53812
2004-03-11,09:38:29.6148,35601,1,22.3208,33.4556,537.28,2.53812
2004-03-11,09:38:29.693783,2451,21,34.9138,17.8766,338.56,2.63964
2004-03-11,09:38:30.805931,35601,31,24.4572,31.5254,1670.72,2.56
2004-03-11,09:38:30.853185,35601,52,25.8978,27.8294,309.12,2.56
2004-03-11,09:38:31.925784,35601,41,24.4278,30.0401,1140.8,2.53812
2004-03-11,09:38:31.953738,2454,27,26.3486,27.9727,143.52,2.57108
2004-03-11,09:38:32.776498,35601,17,23.3498,33.1409,1376.32,2.42416
2004-03-11,09:38:33.007047,35601,53,25.202,29.1157,1729.6,2.56
2004-03-11,09:38:34.05875,35601,40,22.458,34.188,964.16,2.51661
2004-03-11,09:38:34.541975,35601,19,26.5936,27.4709,368.0,2.56
2004-03-11,09:38:35.256775,35601,43,22.7618,33.2108,456.32,2.52732
2004-03-11,09:38:35.386515,35601,29,24.5258,30.9254,537.28,2.54901
2004-03-11,09:38:35.692779,2448,2,22.9284,33.979,478.4,2.51661
2004-03-11,09:38:36.182191,35601,6,23.6144,31.8776,1258.56,2.50599
2004-03-11,09:38:36.329611,35601,4,23.0656,33.2808,368.0,2.51661
2004-03-11,09:38:36.697216,2448,32,21.4388,36.4396,1788.48,2.50599
2004-03-11,09:38:37.335293,2448,48,25.7704,28.1159,625.6,2.59354
2004-03-11,09:38:38.45393,35601,23,30.9644,21.5103,353.28,2.61639
2004-03-11,09:38:39.369718,35601,9,26.3584,27.9011,1847.36,2.62796
2004-03-11,09:38:39.569727,2454,51,27.7794,24.8,441.6,2.59354
2004-03-11,09:38:40.474875,35601,33,22.3502,33.979,1199.68,2.53812
2004-03-11,09:38:40.576789,35601,42,21.6936,35.5072,625.6,2.50599
2004-03-11,09:38:41.458889,35601,20,27.3874,27.7578,1494.08,2.57108
2004-03-11,09:38:41.548843,2453,8,25.6528,27.6861,1847.36,2.57108
2004-03-11,09:38:56.794645,35602,6,23.585,32.0183,1258.56,2.50599
2004-03-11,09:38:57.586812,35602,31,24.516,31.5254,1670.72,2.54901
2004-03-11,09:38:58.688333,35602,13,21.527,36.8871,1081.92,2.50599
2004-03-11,09:38:59.540392,35602,43,22.8304,33.1409,456.32,2.52732
2004-03-11,09:38:59.866077,2455,27,26.3388,27.9727,143.52,2.57108
2004-03-11,09:39:00.047249,35602,25,33.777,19.1434,1847.36,2.65143
2004-03-11,09:39:00.631783,35602,34,22.3992,34.536,1847.36,2.50599
2004-03-11,09:39:00.660443,2453,44,20.3314,38.3946,596.16,2.50599
2004-03-11,09:39:01.160463,2452,21,34.8452,17.9513,338.56,2.63964
2004-03-11,09:39:01.67063,35602,40,22.4286,34.188,964.16,2.51661
2004-03-11,09:39:02.120535,35602,3,21.2036,36.1293,412.16,2.53812
2004-03-11,09:39:02.88417,35602,37,23.389,35.5418,1435.2,2.53812
2004-03-11,09:39:03.56887,35602,22,32.846,19.626,1140.8,2.65143
2004-03-11,09:39:04.64782,35602,23,30.9448,21.5103,353.28,2.61639
2004-03-11,09:39:04.744667,2449,32,21.38,36.543,1788.48,2.51661
2004-03-11,09:39:05.280587,35602,45,20.939,36.3018,772.8,2.51661
2004-03-11,09:39:05.588734,2449,2,22.9088,34.0139,478.4,2.51661
2004-03-11,09:39:07.527915,35602,17,23.4086,33.0709,1376.32,2.4341
2004-03-11,09:39:07.747154,35602,33,22.3502,34.0487,1199.68,2.54901
2004-03-11,09:39:07.760658,35602,1,22.3306,33.3507,537.28,2.53812
2004-03-11,09:39:08.53699,2455,24,34.5708,17.3531,1376.32,2.67532
2004-03-11,09:39:09.568847,35602,29,24.5454,30.8547,537.28,2.54901
2004-03-11,09:39:09.922984,35602,39,23.4968,33.4556,412.16,2.53812
2004-03-11,09:39:10.248206,35602,16,22.5756,35.7839,1847.36,2.4644
2004-03-11,09:39:10.674816,2447,35,21.674,37.7792,1847.36,2.4644
2004-03-11,09:39:10.818284,35602,4,23.0558,33.2458,368.0,2.51661
2004-03-11,09:39:12.460877,35602,20,27.3874,27.5785,1494.08,2.57108
2004-03-11,09:39:12.865142,35602,10,24.467,31.6664,566.72,2.54901
2004-03-11,09:39:13.607529,35602,52,25.8488,27.9011,309.12,2.54901
2004-03-11,09:39:14.090402,35602,9,26.3388,27.8653,1847.36,2.62796
2004-03-11,09:39:26.533569,35603,3,21.1742,36.1638,412.16,2.53812
2004-03-11,09:39:26.700236,35603,53,25.2216,29.08,1788.48,2.56
2004-03-11,09:39:27.589567,2456,50,27.9068,24.9452,1847.36,2.60491
2004-03-11,09:39:27.948152,35603,6,23.5262,32.0887,1258.56,2.50599
2004-03-11,09:39:28.901636,35603,1,22.2816,33.5604,537.28,2.53812
2004-03-11,09:39:28.981394,35603,25,33.8554,19.0691,1847.36,2.65143
2004-03-11,09:39:29.628299,35603,45,20.9194,36.4052,772.8,2.51661
2004-03-11,09:39:30.051859,35603,22,32.552,19.8485,1140.8,2.63964
2004-03-11,09:39:31.181488,35603,31,24.5356,31.4549,1670.72,2.56
2004-03-11,09:39:31.42253,2450,32,21.3702,36.6118,1788.48,2.50599
2004-03-11,09:39:31.641506,35603,43,22.8598,33.1059,456.32,2.52732
2004-03-11,09:39:32.447767,35603,14,22.5756,34.7445,323.84,2.54901
2004-03-11,09:39:32.788271,35603,41,24.4278,30.0401,1140.8,2.53812
2004-03-11,09:39:33.776369,35603,40,22.4384,34.188,964.16,2.51661
2004-03-11,09:39:34.664781,35603,13,21.5564,36.9559,1081.92,2.49546
2004-03-11,09:39:34.911149,35603,42,21.7132,35.5072,625.6,2.51661
2004-03-11,09:39:35.126078,35603,16,22.5364,35.853,1847.36,2.4644
2004-03-11,09:39:35.770986,35603,19,26.7014,27.5426,397.44,2.56
2004-03-11,09:39:35.848714,2456,51,27.7304,24.9452,441.6,2.59354
2004-03-11,09:39:36.618863,2453,21,35.0118,17.8019,338.56,2.63964
2004-03-11,09:39:36.808834,35603,39,23.4772,33.4905,412.16,2.53812
2004-03-11,09:39:37.137643,35603,54,25.6038,28.2948,1847.36,2.54901
2004-03-11,09:39:37.886324,2456,49,25.692,27.2914,655.04,2.54901
2004-03-11,09:39:37.893066,35603,10,24.4572,31.6664,566.72,2.54901
2004-03-11,09:39:38.751779,35603,4,23.0068,33.3507,368.0,2.50599
2004-03-11,09:39:39.104123,35603,34,22.3992,34.536,1847.36,2.51661
2004-03-11,09:39:39.641782,2455,36,23.2518,34.7097,1847.36,2.51661
2004-03-11,09:39:40.040297,2450,2,22.8794,34.1184,478.4,2.51661
2004-03-11,09:39:40.061784,2446,18,122.153,114.894,507.84,2.1997
2004-03-11,09:39:40.958468,35603,20,27.4168,27.5426,1494.08,2.58226
2004-03-11,09:39:41.622132,35603,37,23.3008,35.8185,1435.2,2.53812
2004-03-11,09:39:42.310099,35603,29,24.5356,30.8194,566.72,2.54901
2004-03-11,09:39:42.727786,35603,33,22.2522,34.0836,1199.68,2.54901
2004-03-11,09:39:44.384186,2455,8,25.6234,27.7578,1847.36,2.56
2004-03-11,09:39:56.835575,35604,6,23.4576,32.0887,1258.56,2.50599
2004-03-11,09:39:56.883214,35604,54,25.5842,28.3305,1847.36,2.54901
2004-03-11,09:39:57.687899,35604,1,22.3012,33.5604,537.28,2.53812
2004-03-11,09:39:57.786835,35604,3,21.1252,36.2673,412.16,2.53812
2004-03-11,09:39:57.84966,35604,41,24.467,29.9691,1140.8,2.52732
2004-03-11,09:39:58.845417,35604,29,24.5552,30.8194,566.72,2.54901
2004-03-11,09:39:58.967301,35604,43,22.9088,33.0009,456.32,2.52732
2004-03-11,09:40:00.106147,2457,50,27.9362,24.9089,1847.36,2.60491
2004-03-11,09:40:00.142519,35604,13,21.576,36.8871,1081.92,2.49546
2004-03-11,09:40:00.80568,2451,2,22.8794,34.0836,478.4,2.51661
2004-03-11,09:40:01.446527,35604,25,33.826,19.0691,1847.36,2.65143
2004-03-11,09:40:02.876301,35604,37,23.3596,35.611,1435.2,2.53812
2004-03-11,09:40:02.989967,35604,31,24.5552,31.3139,1670.72,2.54901
2004-03-11,09:40:04.111467,35604,40,22.458,34.1184,964.16,2.51661
2004-03-11,09:40:05.342638,2442,38,25.006,29.4005,1317.44,2.53812
2004-03-11,09:40:05.462647,35604,14,22.5952,34.7445,323.84,2.54901
2004-03-11,09:40:06.406712,35604,22,32.797,19.7373,1081.92,2.65143
2004-03-11,09:40:06.682695,35604,42,21.7034,35.5418,625.6,2.51661
2004-03-11,09:40:07.538667,35604,4,23.0068,33.3857,368.0,2.51661
2004-03-11,09:40:08.903004,2457,24,34.5316,17.3531,1376.32,2.67532
2004-03-11,09:40:09.262777,35604,9,26.3486,27.8653,1847.36,2.62796
2004-03-11,09:40:10.50282,2457,51,27.6912,24.9814,441.6,2.59354
2004-03-11,09:40:10.905885,35604,39,23.5458,33.3857,412.16,2.53812
2004-03-11,09:40:11.994781,35604,34,22.458,34.536,1847.36,2.51661
2004-03-11,09:40:12.042899,35604,16,22.605,35.7839,1847.36,2.4644
2004-03-11,09:40:12.424523,2456,36,23.2322,34.7445,1847.36,2.51661
2004-03-11,09:40:12.889147,35604,23,30.8468,21.6575,353.28,2.61639
2004-03-11,09:40:12.97081,35604,33,22.2228,34.4664,1199.68,2.53812
2004-03-11,09:40:15.266914,35604,20,27.4168,27.5426,1494.08,2.58226
2004-03-11,09:40:16.733318,2456,8,25.5842,27.8294,1847.36,2.57108
2004-03-11,09:40:26.795518,35605,41,24.4768,30.0046,1140.8,2.54901
2004-03-11,09:40:26.859078,35605,22,32.8754,19.7373,1081.92,2.65143
2004-03-11,09:40:27.798744,35605,29,24.5552,30.8194,566.72,2.54901
2004-03-11,09:40:27.860269,2458,50,27.8872,25.0177,1847.36,2.60491
2004-03-11,09:40:28.024015,35605,54,25.594,28.3305,1847.36,2.56
2004-03-11,09:40:28.604238,35605,53,25.202,29.1157,1788.48,2.56
2004-03-11,09:40:28.758975,35605,3,21.1056,36.3362,412.16,2.51661
2004-03-11,09:40:29.700514,35605,52,25.8194,27.9727,309.12,2.54901
2004-03-11,09:40:30.113518,35605,39,23.5164,33.4556,412.16,2.53812
2004-03-11,09:40:30.760188,35605,37,23.4086,35.5764,1435.2,2.53812
2004-03-11,09:40:31.073531,35605,6,23.4576,32.159,1258.56,2.50599
2004-03-11,09:40:31.159627,35605,31,24.5944,31.3844,1670.72,2.54901
2004-03-11,09:40:32.137332,2443,38,25.1138,29.1869,1317.44,2.51661
2004-03-11,09:40:32.419387,35605,14,22.6148,34.8139,323.84,2.54901
2004-03-11,09:40:33.241145,35605,23,30.8762,21.6575,353.28,2.61639
2004-03-11,09:40:33.330987,35605,4,22.9676,33.3857,368.0,2.51661
2004-03-11,09:40:33.453605,35605,42,21.7328,35.5072,625.6,2.51661
2004-03-11,09:40:34.513719,35605,1,22.262,33.5604,537.28,2.53812
2004-03-11,09:40:35.353674,2458,49,25.6234,27.2914,655.04,2.56
2004-03-11,09:40:35.653688,35605,13,21.5368,37.0246,1081.92,2.50599
2004-03-11,09:40:36.183407,2452,48,25.8194,28.1159,625.6,2.59354
2004-03-11,09:40:36.733745,2452,32,21.5564,36.2673,1788.48,2.51661
2004-03-11,09:40:36.820143,35605,16,22.703,35.6456,1847.36,2.4644
2004-03-11,09:40:37.537869,35605,17,23.4184,33.1059,1317.44,2.42416
2004-03-11,09:40:37.653759,2452,2,22.85,34.1532,478.4,2.51661
2004-03-11,09:40:38.256927,35605,45,20.9292,36.4052,772.8,2.51661
2004-03-11,09:40:38.353766,35605,25,33.8456,19.0691,1847.36,2.65143
2004-03-11,09:40:38.702066,35605,40,22.4286,34.2229,964.16,2.51661
2004-03-11,09:40:39.238015,2458,51,27.6716,25.0177,441.6,2.59354
2004-03-11,09:40:39.399727,35605,19,26.7014,27.6144,382.72,2.56
2004-03-11,09:40:39.959302,2452,30,24.0946,32.159,1847.36,2.53812
2004-03-11,09:40:40.317065,35605,9,26.2996,27.9011,1847.36,2.62796
2004-03-11,09:40:43.900058,2448,18,122.153,114.116,507.84,2.1997
2004-03-11,09:40:44.403409,35605,20,27.3874,27.5426,1494.08,2.58226
2004-03-11,09:40:45.560879,35605,33,22.164,34.536,1199.68,2.53812
2004-03-11,09:40:56.551175,35606,6,23.4086,32.159,1258.56,2.50599
2004-03-11,09:40:56.854036,35606,22,32.8656,19.7373,1081.92,2.63964
2004-03-11,09:40:57.302941,35606,39,23.5164,33.4206,412.16,2.54901
2004-03-11,09:40:57.877248,35606,3,21.0272,36.4052,412.16,2.53812
2004-03-11,09:40:58.137721,35606,41,24.516,29.8981,1140.8,2.54901
2004-03-11,09:40:59.178193,35606,19,26.672,27.7578,397.44,2.56
2004-03-11,09:41:00.793863,2459,50,27.8088,25.0902,1847.36,2.59354
2004-03-11,09:41:01.641158,35606,45,20.9684,36.3362,772.8,2.51661
2004-03-11,09:41:01.89774,2453,2,22.85,34.1184,478.4,2.51661
2004-03-11,09:41:02.017288,35606,34,22.3992,34.6403,1847.36,2.50599
2004-03-11,09:41:02.774622,35606,53,25.2216,29.1157,1729.6,2.56
2004-03-11,09:41:03.042056,35606,13,21.5564,36.9902,1081.92,2.48502
2004-03-11,09:41:03.837842,35606,37,23.4576,35.438,1435.2,2.53812
2004-03-11,09:41:04.205597,35606,25,33.826,19.1434,1847.36,2.65143
2004-03-11,09:41:05.172065,35606,31,24.614,31.3139,1670.72,2.54901
2004-03-11,09:41:06.354672,35606,23,30.886,21.731,353.28,2.61639
2004-03-11,09:41:06.422439,35606,40,22.4188,34.2229,964.16,2.51661
2004-03-11,09:41:07.500575,35606,14,22.6246,34.7445,323.84,2.54901
2004-03-11,09:41:07.681253,35606,42,21.7034,35.5764,655.04,2.51661
2004-03-11,09:41:07.86017,35606,1,22.2522,33.5604,537.28,2.53812
2004-03-11,09:41:08.321374,35606,16,22.7324,35.5764,1847.36,2.4644
2004-03-11,09:41:08.39886,35606,33,22.2228,34.536,1199.68,2.53812
2004-03-11,09:41:08.621461,2458,36,23.2714,34.675,1847.36,2.51661
2004-03-11,09:41:09.140602,35606,29,24.565,30.8194,566.72,2.54901
2004-03-11,09:41:09.323716,35606,54,25.5548,28.402,1847.36,2.56
2004-03-11,09:41:10.734889,35606,43,22.9186,33.0009,456.32,2.52732
