日付,時間,測定回数,装置id,温度,湿度,light(ルクス),電圧
2004-03-10,00:01:08.107595,31566,19,23.0068,42.8521,75.44,2.58226
2004-03-10,00:01:08.631637,31566,37,22.9676,45.4732,195.04,2.59354
2004-03-10,00:01:08.788371,31566,21,23.4282,40.973,114.08,2.58226
2004-03-10,00:01:08.802709,31566,7,21.9778,44.7798,8.28,2.59354
2004-03-10,00:01:09.605506,31566,35,22.6736,45.2753,172.96,2.54901
2004-03-10,00:01:09.951397,31566,52,22.0856,46.0326,23.0,2.56
2004-03-10,00:01:10.502714,31566,6,22.0366,44.4488,11.04,2.54901
2004-03-10,00:01:10.725815,31566,42,22.3698,44.1504,224.48,2.59354
2004-03-10,00:01:11.389518,31566,46,22.4286,44.4488,60.72,2.42416
2004-03-10,00:01:11.927532,31566,54,20.645,49.3554,0.46,2.57108
2004-03-10,00:01:12.773604,31566,51,22.3306,44.6475,57.04,2.59354
2004-03-10,00:01:12.862817,31566,45,22.5952,43.3191,101.2,2.59354
2004-03-10,00:01:13.402837,31566,1,22.115,43.6853,39.56,2.59354
2004-03-10,00:01:13.510884,31566,8,21.625,44.846,0.92,2.58226
2004-03-10,00:01:13.56283,31566,47,22.4188,45.1763,114.08,2.58226
2004-03-10,00:01:14.130382,31566,9,21.6544,46.2953,1.38,2.65143
2004-03-10,00:01:14.905488,31566,41,22.5462,43.7518,323.84,2.58226
2004-03-10,00:01:14.962885,31566,40,22.6638,43.918,165.6,2.59354
2004-03-10,00:01:28.743328,31567,29,22.9088,42.7185,195.04,2.59354
2004-03-10,00:01:28.856558,31567,52,22.0856,45.9669,23.0,2.56
2004-03-10,00:01:29.539174,31567,26,22.654,44.1172,114.08,2.59354
2004-03-10,00:01:29.640487,31567,8,21.625,44.9121,0.92,2.58226
2004-03-10,00:01:30.069085,31567,38,22.3502,44.1172,202.4,2.57108
2004-03-10,00:01:30.450539,31567,6,22.0464,44.4488,11.04,2.56
2004-03-10,00:01:30.643404,31567,14,22.0562,45.3413,28.52,2.60491
2004-03-10,00:01:31.32103,31567,32,22.0366,44.879,114.08,2.58226
2004-03-10,00:01:31.321633,31567,45,22.5952,43.3191,101.2,2.59354
2004-03-10,00:01:31.466302,31567,23,23.487,41.0404,209.76,2.59354
2004-03-10,00:01:32.183514,31567,51,22.3404,44.6144,57.04,2.59354
2004-03-10,00:01:32.269152,31567,31,22.4188,44.3162,158.24,2.59354
2004-03-10,00:01:32.283484,31567,42,22.3796,44.1504,224.48,2.59354
2004-03-10,00:01:32.534378,31567,27,23.193,42.183,75.44,2.60491
2004-03-10,00:01:33.183611,31567,9,21.6544,46.2953,1.38,2.65143
2004-03-10,00:01:34.286433,31567,24,23.291,41.0404,150.88,2.60491
2004-03-10,00:01:34.303542,31567,3,22.3012,43.9512,35.88,2.59354
2004-03-10,00:01:35.11565,31567,44,22.3894,44.1172,79.12,2.59354
2004-03-10,00:01:35.13356,31567,41,22.5462,43.7186,323.84,2.58226
2004-03-10,00:01:35.279004,31567,18,122.153,-3.91901,68.08,2.31097
2004-03-10,00:01:35.677657,31567,49,21.7916,45.1103,46.92,2.57108
2004-03-10,00:01:36.019107,31567,40,22.654,43.8515,165.6,2.59354
2004-03-10,00:01:36.176349,31567,4,22.4188,44.4157,60.72,2.53812
2004-03-10,00:01:36.278517,31567,22,23.0068,41.8476,93.84,2.51661
2004-03-10,00:01:36.520775,31567,50,21.5074,46.9505,34.04,2.58226
2004-03-10,00:01:37.243589,31567,21,23.4184,40.973,114.08,2.58226
2004-03-10,00:01:37.39857,31567,36,22.3698,45.8353,60.72,2.58226
2004-03-10,00:01:37.873653,31567,1,22.1248,43.7186,39.56,2.59354
2004-03-10,00:01:38.958443,31567,43,22.8206,42.7519,338.56,2.60491
2004-03-10,00:01:39.513725,31567,46,22.4384,44.3825,60.72,2.42416
2004-03-10,00:01:40.140983,31567,48,22.3404,44.7137,46.92,2.60491
2004-03-10,00:01:40.688967,31567,47,22.4188,45.1763,114.08,2.59354
2004-03-10,00:01:58.996526,31568,1,22.1346,43.6853,39.56,2.59354
2004-03-10,00:01:59.038926,31568,25,22.9872,41.814,101.2,2.59354
2004-03-10,00:01:59.174427,31568,45,22.605,43.3191,101.2,2.59354
2004-03-10,00:02:00.07525,31568,24,23.291,41.0741,150.88,2.60491
2004-03-10,00:02:00.154506,31568,8,21.6446,45.0112,0.92,2.58226
2004-03-10,00:02:01.07444,31568,7,21.9778,44.7137,8.28,2.58226
2004-03-10,00:02:01.199303,31568,27,23.1832,42.116,75.44,2.60491
2004-03-10,00:02:01.257507,31568,51,22.3404,44.6144,57.04,2.59354
2004-03-10,00:02:01.978348,31568,30,22.3306,44.6475,121.44,2.59354
2004-03-10,00:02:02.194611,31568,4,22.4188,44.4157,60.72,2.53812
2004-03-10,00:02:02.23449,31568,35,22.6736,45.2423,172.96,2.54901
2004-03-10,00:02:02.234685,31568,52,22.0856,45.9997,23.0,2.56
2004-03-10,00:02:02.829555,31568,21,23.4184,40.973,114.08,2.59354
2004-03-10,00:02:03.594554,31568,2,22.5266,43.4191,108.56,2.58226
2004-03-10,00:02:03.81935,31568,20,22.7618,44.6806,28.52,2.60491
2004-03-10,00:02:04.477795,31568,48,22.3404,44.7137,46.92,2.60491
2004-03-10,00:02:04.494579,31568,10,21.7328,45.9011,5.06,2.57108
2004-03-10,00:02:04.578343,31568,39,23.0264,43.7518,165.6,2.60491
2004-03-10,00:02:04.759525,31568,18,122.153,-3.91901,68.08,2.30202
2004-03-10,00:02:05.560796,31568,36,22.3796,45.6379,60.72,2.58226
2004-03-10,00:02:05.561081,31568,49,21.7818,45.1103,46.92,2.57108
2004-03-10,00:02:05.703279,31568,22,22.997,41.7133,93.84,2.51661
2004-03-10,00:02:06.402769,31568,47,22.4188,45.1763,114.08,2.59354
2004-03-10,00:02:06.808151,31568,42,22.36,44.1504,224.48,2.59354
2004-03-10,00:02:06.854647,31568,14,22.0562,45.3083,28.52,2.61639
2004-03-10,00:02:07.68039,31568,23,23.4772,41.0404,209.76,2.59354
2004-03-10,00:02:07.694673,31568,53,21.086,48.5464,3.68,2.57108
2004-03-10,00:02:07.834673,31568,37,22.9676,45.5391,195.04,2.59354
2004-03-10,00:02:08.280303,31568,46,22.4384,44.3494,60.72,2.42416
2004-03-10,00:02:08.684281,31568,12,21.037,47.6035,0.92,2.58226
2004-03-10,00:02:08.876545,31568,13,21.3506,47.7338,0.92,2.57108
2004-03-10,00:02:09.142243,31568,33,22.4188,43.2858,101.2,2.60491
2004-03-10,00:02:09.879793,31568,3,22.3012,43.918,35.88,2.59354
2004-03-10,00:02:10.716799,31568,43,22.8304,42.7185,338.56,2.60491
2004-03-10,00:02:11.178099,31568,41,22.5364,43.7518,323.84,2.58226
2004-03-10,00:02:11.69481,31568,38,22.36,44.084,202.4,2.57108
2004-03-10,00:02:28.74984,31569,29,22.8794,42.7185,195.04,2.59354
2004-03-10,00:02:28.824946,31569,51,22.3208,44.5813,57.04,2.59354
2004-03-10,00:02:28.826754,31569,34,22.1052,44.846,64.4,2.59354
2004-03-10,00:02:29.630303,31569,9,21.6642,46.2625,1.38,2.65143
2004-03-10,00:02:29.762375,31569,49,21.7916,45.1103,46.92,2.56
2004-03-10,00:02:30.457699,31569,40,22.6638,43.9844,165.6,2.59354
2004-03-10,00:02:30.485443,31569,20,22.7618,44.7137,28.52,2.60491
2004-03-10,00:02:31.510563,31569,14,22.0562,45.3083,28.52,2.60491
2004-03-10,00:02:31.664316,31569,47,22.4188,45.1763,114.08,2.59354
2004-03-10,00:02:31.952594,31569,37,22.9578,45.5391,195.04,2.59354
2004-03-10,00:02:32.305519,31569,3,22.311,43.9512,35.88,2.59354
2004-03-10,00:02:33.29257,31569,7,21.9876,44.7137,8.28,2.58226
2004-03-10,00:02:33.608714,31569,21,23.438,40.973,114.08,2.58226
2004-03-10,00:02:33.725594,31569,46,22.4482,44.3162,60.72,2.42416
2004-03-10,00:02:34.330954,31569,32,22.0366,44.9121,114.08,2.58226
2004-03-10,00:02:34.592771,31569,19,23.0068,42.7185,75.44,2.58226
2004-03-10,00:02:35.050322,31569,10,21.7328,45.8682,5.06,2.57108
2004-03-10,00:02:35.420957,31570,16,21.8504,46.6232,18.4,2.56
2004-03-10,00:02:35.655602,31569,48,22.3404,44.7137,46.92,2.60491
2004-03-10,00:02:36.171711,31569,25,22.997,41.814,101.2,2.59354
2004-03-10,00:02:36.18565,31569,38,22.3698,44.084,202.4,2.57108
2004-03-10,00:02:36.807894,31569,45,22.5952,43.2858,101.2,2.59354
2004-03-10,00:02:37.155263,31569,26,22.654,44.0508,114.08,2.59354
2004-03-10,00:02:37.610464,31569,36,22.3992,45.7695,60.72,2.58226
2004-03-10,00:02:38.133719,31569,18,122.153,-3.91901,68.08,2.30202
2004-03-10,00:02:38.85293,31569,35,22.6834,45.1763,172.96,2.54901
2004-03-10,00:02:39.212938,31569,23,23.4772,41.0404,209.76,2.58226
2004-03-10,00:02:40.02785,31569,42,22.3796,44.1836,224.48,2.59354
2004-03-10,00:02:40.068643,31569,33,22.4188,43.1191,101.2,2.60491
2004-03-10,00:02:40.183461,31569,8,21.6348,44.846,0.92,2.58226
2004-03-10,00:02:40.885818,31569,41,22.5462,43.7518,323.84,2.58226
2004-03-10,00:02:40.965804,31569,30,22.3208,44.6475,121.44,2.59354
2004-03-10,00:02:41.292714,31569,24,23.3008,41.0404,150.88,2.60491
2004-03-10,00:02:42.271381,31569,22,22.9872,41.7805,93.84,2.52732
2004-03-10,00:02:42.988069,31569,44,22.4188,44.0508,79.12,2.59354
2004-03-10,00:02:58.698258,31570,32,22.017,44.9121,114.08,2.58226
2004-03-10,00:02:58.792805,31570,23,23.487,40.973,209.76,2.59354
2004-03-10,00:02:59.846455,31570,22,22.9872,41.8476,93.84,2.52732
2004-03-10,00:03:00.226467,31570,14,22.0562,45.3083,28.52,2.61639
2004-03-10,00:03:00.370363,31570,10,21.7524,45.8353,5.06,2.57108
2004-03-10,00:03:01.18651,31570,33,22.4188,43.3525,101.2,2.60491
2004-03-10,00:03:01.449335,31570,29,22.9088,42.6516,195.04,2.59354
2004-03-10,00:03:02.011448,31570,18,122.153,-3.91901,68.08,2.30202
2004-03-10,00:03:02.012797,31570,46,22.4384,44.3825,60.72,2.42416
2004-03-10,00:03:02.43724,31570,9,21.674,46.2625,1.38,2.65143
2004-03-10,00:03:03.066573,31570,27,23.1832,42.183,75.44,2.59354
2004-03-10,00:03:03.670583,31570,7,21.9778,44.7467,8.28,2.59354
2004-03-10,00:03:03.865209,31570,21,23.438,40.973,114.08,2.58226
2004-03-10,00:03:03.8866,31570,49,21.7916,45.1103,46.92,2.57108
2004-03-10,00:03:04.61208,31570,38,22.36,44.0508,202.4,2.57108
2004-03-10,00:03:05.528602,31570,40,22.6638,43.9512,165.6,2.59354
2004-03-10,00:03:05.798665,31570,24,23.3008,41.0067,150.88,2.60491
2004-03-10,00:03:05.826701,31570,44,22.3992,44.084,79.12,2.59354
2004-03-10,00:03:06.712071,31570,36,22.3992,45.6049,60.72,2.59354
2004-03-10,00:03:06.84856,31570,25,22.9872,41.7133,101.2,2.59354
2004-03-10,00:03:07.791615,31570,3,22.311,43.8848,35.88,2.59354
2004-03-10,00:03:07.870584,31570,6,22.0464,44.4488,11.04,2.54901
2004-03-10,00:03:08.052214,31570,43,22.8304,42.7185,338.56,2.59354
2004-03-10,00:03:08.793711,31570,13,21.3604,47.8641,0.92,2.58226
2004-03-10,00:03:09.066823,31570,47,22.4286,45.1763,114.08,2.58226
2004-03-10,00:03:09.674729,31570,4,22.4286,44.2831,60.72,2.53812
2004-03-10,00:03:09.829823,31570,8,21.6348,44.846,0.92,2.58226
2004-03-10,00:03:10.469743,31570,39,23.046,43.7851,165.6,2.60491
2004-03-10,00:03:10.510082,31570,48,22.3306,44.7137,46.92,2.60491
2004-03-10,00:03:11.110576,31570,2,22.5168,43.519,108.56,2.58226
2004-03-10,00:03:11.389103,31570,41,22.5462,43.7518,323.84,2.58226
2004-03-10,00:03:11.877202,31570,31,22.409,44.3162,158.24,2.59354
2004-03-10,00:03:11.886892,31570,11,21.8112,46.3281,1.38,2.56
2004-03-10,00:03:12.251865,31570,37,22.9578,45.6379,195.04,2.59354
2004-03-10,00:03:12.8258,31570,12,20.9978,47.6035,0.92,2.58226
2004-03-10,00:03:13.276499,31570,42,22.3698,44.1836,224.48,2.59354
2004-03-10,00:03:28.824949,31571,32,22.0366,44.879,114.08,2.58226
2004-03-10,00:03:28.907288,31571,52,22.0758,45.934,23.0,2.57108
2004-03-10,00:03:29.524476,31571,11,21.8112,46.2953,2.76,2.56
2004-03-10,00:03:29.725349,31571,4,22.4188,44.3494,60.72,2.53812
2004-03-10,00:03:29.857485,31571,43,22.8108,42.7185,338.56,2.60491
2004-03-10,00:03:30.8401,31571,48,22.3208,44.7137,46.92,2.60491
2004-03-10,00:03:30.922838,31571,19,23.0068,42.8855,75.44,2.58226
2004-03-10,00:03:31.017658,31571,13,21.3408,47.799,0.92,2.57108
2004-03-10,00:03:31.689482,31571,29,22.8892,42.6516,195.04,2.59354
2004-03-10,00:03:31.922859,31571,14,22.066,45.2423,28.52,2.60491
2004-03-10,00:03:32.142136,31571,9,21.6642,46.2297,1.38,2.65143
2004-03-10,00:03:32.579645,31571,31,22.409,44.3162,158.24,2.59354
2004-03-10,00:03:32.737589,31571,18,122.153,-3.91901,68.08,2.30202
2004-03-10,00:03:32.779807,31571,51,22.3208,44.5813,57.04,2.59354
2004-03-10,00:03:33.73761,31571,42,22.3698,44.1504,224.48,2.60491
2004-03-10,00:03:33.975559,31571,7,21.9778,44.7137,10.12,2.59354
2004-03-10,00:03:34.517641,31571,1,22.115,43.7186,41.4,2.59354
2004-03-10,00:03:34.642964,31571,49,21.7818,45.1103,46.92,2.57108
2004-03-10,00:03:34.924578,31571,54,20.6646,49.2585,0.46,2.57108
2004-03-10,00:03:35.404336,31571,44,22.3894,44.0508,79.12,2.59354
2004-03-10,00:03:36.223092,31571,45,22.605,43.2858,101.2,2.59354
2004-03-10,00:03:36.677737,31571,30,22.3208,44.6475,121.44,2.59354
2004-03-10,00:03:37.097744,31571,23,23.4772,41.1078,209.76,2.59354
2004-03-10,00:03:37.223221,31571,46,22.4286,44.3825,60.72,2.4341
2004-03-10,00:03:37.475246,31571,34,22.1052,44.7798,64.4,2.58226
2004-03-10,00:03:38.262978,31571,22,22.997,41.7805,93.84,2.52732
2004-03-10,00:03:38.263625,31571,47,22.4188,45.1763,114.08,2.58226
2004-03-10,00:03:38.420903,31571,33,22.409,43.1858,101.2,2.60491
2004-03-10,00:03:40.087231,31571,25,22.9872,41.7133,101.2,2.58226
2004-03-10,00:03:40.932121,31571,24,23.3008,41.0404,150.88,2.60491
2004-03-10,00:03:41.425839,31571,21,23.4184,41.0067,114.08,2.58226
2004-03-10,00:03:41.669792,31571,26,22.654,44.084,114.08,2.59354
2004-03-10,00:03:42.448873,31571,27,23.1734,42.1495,75.44,2.60491
2004-03-10,00:03:42.660477,31571,20,22.752,44.7137,28.52,2.60491
2004-03-10,00:03:58.751469,31572,29,22.8892,42.7185,195.04,2.59354
2004-03-10,00:03:58.813628,31572,34,22.0758,44.7798,64.4,2.59354
2004-03-10,00:03:58.829159,31572,51,22.3208,44.5813,57.04,2.59354
2004-03-10,00:03:59.971387,31572,18,122.153,-3.91901,68.08,2.30202
2004-03-10,00:04:00.768553,31572,11,21.8112,46.2297,2.76,2.56
2004-03-10,00:04:00.868536,31572,47,22.409,45.1763,114.08,2.58226
2004-03-10,00:04:01.073547,31572,19,23.0068,42.9523,75.44,2.58226
2004-03-10,00:04:01.746559,31572,17,22.6932,43.5522,43.24,2.50599
2004-03-10,00:04:01.885232,31572,41,22.5364,43.7851,323.84,2.58226
2004-03-10,00:04:02.035326,31572,1,22.1248,43.5855,41.4,2.59354
2004-03-10,00:04:02.610564,31572,22,22.9872,41.9147,93.84,2.52732
2004-03-10,00:04:02.873915,31572,37,22.948,45.572,195.04,2.59354
2004-03-10,00:04:03.103176,31572,9,21.6838,46.164,1.38,2.65143
2004-03-10,00:04:03.433795,31572,35,22.6932,45.1103,180.32,2.53812
2004-03-10,00:04:03.690555,31572,10,21.7622,45.7366,5.52,2.57108
2004-03-10,00:04:04.135373,31572,32,22.017,44.879,114.08,2.58226
2004-03-10,00:04:04.241775,31572,42,22.36,44.1836,224.48,2.59354
2004-03-10,00:04:04.771418,31572,25,22.997,41.7805,101.2,2.60491
2004-03-10,00:04:04.868695,31572,31,22.409,44.3162,158.24,2.59354
2004-03-10,00:04:05.908464,31572,7,21.9876,44.6806,11.04,2.58226
2004-03-10,00:04:05.941495,31572,23,23.4674,41.1751,209.76,2.59354
2004-03-10,00:04:06.24178,31572,43,22.8304,42.7519,338.56,2.59354
2004-03-10,00:04:06.948706,31572,54,20.6646,49.2262,0.46,2.56
2004-03-10,00:04:07.003785,31572,27,23.1832,42.183,75.44,2.60491
2004-03-10,00:04:07.363924,31572,45,22.5952,43.2858,101.2,2.59354
2004-03-10,00:04:07.81377,31572,20,22.7618,44.7137,28.52,2.60491
2004-03-10,00:04:07.976684,31572,36,22.4188,45.572,60.72,2.58226
2004-03-10,00:04:08.101721,31572,3,22.3208,43.7851,37.72,2.59354
2004-03-10,00:04:08.301914,31572,44,22.3894,44.084,79.12,2.59354
2004-03-10,00:04:09.181037,31572,49,21.7916,45.0773,46.92,2.58226
2004-03-10,00:04:09.701592,31572,26,22.654,44.0176,114.08,2.59354
2004-03-10,00:04:10.448821,31572,33,22.4188,43.1858,101.2,2.60491
2004-03-10,00:04:10.702292,31572,48,22.3208,44.7137,46.92,2.60491
2004-03-10,00:04:11.398893,31572,4,22.4286,44.2499,60.72,2.53812
2004-03-10,00:04:11.666431,31572,21,23.4282,40.973,114.08,2.59354
2004-03-10,00:04:12.363647,31572,2,22.5266,43.3858,108.56,2.57108
2004-03-10,00:04:12.545719,31572,24,23.291,41.1078,150.88,2.60491
2004-03-10,00:04:13.920453,31572,6,22.0562,44.4488,13.8,2.54901
2004-03-10,00:04:15.11383,31572,38,22.3404,43.9844,202.4,2.57108
2004-03-10,00:04:15.459205,31572,39,23.0362,43.7518,165.6,2.60491
2004-03-10,00:04:28.780637,31573,21,23.4282,40.973,114.08,2.58226
2004-03-10,00:04:28.840454,31573,47,22.409,45.1763,114.08,2.58226
2004-03-10,00:04:28.867482,31573,4,22.4286,44.2168,60.72,2.53812
2004-03-10,00:04:29.051779,31573,23,23.4772,41.0741,209.76,2.59354
2004-03-10,00:04:30.046266,31573,10,21.7524,45.7695,5.52,2.57108
2004-03-10,00:04:30.559578,31573,49,21.7818,45.1103,48.76,2.58226
2004-03-10,00:04:30.804532,31573,17,22.6932,43.6521,43.24,2.48502
2004-03-10,00:04:31.179583,31573,8,21.6446,44.7798,1.38,2.59354
2004-03-10,00:04:31.239578,31573,48,22.3208,44.7137,46.92,2.60491
2004-03-10,00:04:31.439581,31573,38,22.3502,44.0508,202.4,2.57108
2004-03-10,00:04:31.665892,31573,30,22.3208,44.6475,121.44,2.59354
2004-03-10,00:04:32.036354,31573,34,22.0954,44.7798,64.4,2.58226
2004-03-10,00:04:32.385636,31573,24,23.2812,41.1078,150.88,2.60491
2004-03-10,00:04:32.419667,31573,44,22.3992,44.0508,79.12,2.59354
2004-03-10,00:04:32.844775,31573,37,22.9382,45.6708,195.04,2.59354
2004-03-10,00:04:33.076683,31573,31,22.4188,44.2831,158.24,2.59354
2004-03-10,00:04:33.262782,31573,45,22.5952,43.2858,101.2,2.59354
2004-03-10,00:04:33.344307,31573,26,22.654,43.9844,114.08,2.59354
2004-03-10,00:04:34.069562,31573,35,22.7128,45.1763,180.32,2.53812
2004-03-10,00:04:34.159677,31573,2,22.5168,43.5522,108.56,2.57108
2004-03-10,00:04:34.313654,31573,42,22.3698,44.1836,224.48,2.59354
2004-03-10,00:04:35.439742,31573,22,22.9872,41.814,93.84,2.52732
2004-03-10,00:04:35.459735,31573,39,23.0264,43.6853,165.6,2.60491
2004-03-10,00:04:36.179755,31573,1,22.115,43.5855,41.4,2.59354
2004-03-10,00:04:36.385145,31573,32,22.0072,44.9121,121.44,2.58226
2004-03-10,00:04:37.24917,31573,36,22.4188,45.5391,60.72,2.59354
2004-03-10,00:04:37.579794,31573,25,22.9872,41.7805,101.2,2.59354
2004-03-10,00:04:38.468081,31573,54,20.6744,49.2262,0.46,2.56
2004-03-10,00:04:38.639831,31573,20,22.752,44.6806,28.52,2.59354
2004-03-10,00:04:39.262188,31573,41,22.5364,43.7186,323.84,2.58226
2004-03-10,00:04:39.519878,31573,11,21.8112,46.0983,2.76,2.56
2004-03-10,00:04:39.562671,31573,3,22.3208,43.8515,37.72,2.59354
2004-03-10,00:04:40.814463,31573,7,21.9876,44.7137,11.04,2.59354
2004-03-10,00:04:41.799938,31573,9,21.674,46.164,1.38,2.65143
2004-03-10,00:04:42.581096,31573,40,22.6736,43.8515,165.6,2.59354
2004-03-10,00:04:44.043893,31573,43,22.8206,42.7853,338.56,2.60491
2004-03-10,00:04:58.81527,31574,26,22.6638,44.0508,114.08,2.59354
